Date,Last trade price,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars
2022-12-22,"16,00",",",",","16,00",0.0,0,0,0
2022-12-21,"16,00","16,00","16,00","16,00",0.0,"42,472","679,552","679,552"
2022-12-20,"16,00",",",",","16,00",0.0,0,0,0
2022-12-19,"16,00",",",",","16,00",0.0,0,0,0
2022-12-16,"16,00",",",",","16,00",0.0,0,0,0
2022-12-15,"16,00",",",",","16,00",0.0,0,0,0
2022-12-14,"16,00",",",",","16,00",0.0,0,0,0
2022-12-13,"16,00",",",",","16,00",0.0,0,0,0
2022-12-12,"16,00",",",",","16,00",0.0,0,0,0
2022-12-09,"16,00",",",",","16,00",0.0,0,0,0
2022-12-07,"16,00",",",",","16,00",0.0,0,0,0
2022-12-06,"16,00",",",",","16,00",0.0,0,0,0
2022-12-05,"16,00",",",",","16,00",0.0,0,0,0
2022-12-02,"16,00",",",",","16,00",0.0,0,0,0
2022-12-01,"16,00",",",",","16,00",0.0,0,0,0
2022-11-30,"16,00",",",",","16,00",0.0,0,0,0
2022-11-29,"16,00",",",",","16,00",0.0,0,0,0
2022-11-28,"16,00",",",",","16,00",0.0,0,0,0
2022-11-25,"16,00",",",",","16,00",0.0,0,0,0
2022-11-24,"16,00",",",",","16,00",0.0,0,0,0
2022-11-23,"16,00",",",",","16,00",0.0,0,0,0
2022-11-22,"16,00",",",",","16,00",0.0,0,0,0
2022-11-21,"16,00",",",",","16,00",0.0,0,0,0
2022-11-18,"16,00",",",",","16,00",0.0,0,0,0
2022-11-17,"16,00",",",",","16,00",0.0,0,0,0
2022-11-16,"16,00",",",",","16,00",0.0,0,0,0
2022-11-15,"16,00",",",",","16,00",0.0,0,0,0
2022-11-14,"16,00",",",",","16,00",0.0,0,0,0
2022-11-11,"16,00",",",",","16,00",0.0,0,0,0
2022-11-10,"16,00",",",",","16,00",0.0,0,0,0
2022-11-09,"16,00",",",",","16,00",0.0,0,0,0
2022-11-08,"16,00",",",",","16,00",0.0,0,0,0
2022-11-07,"16,00",",",",","16,00",0.0,0,0,0
2022-11-04,"16,00",",",",","16,00",0.0,0,0,0
2022-11-03,"16,00",",",",","16,00",0.0,0,0,0
2022-11-02,"16,00",",",",","16,00",0.0,0,0,0
2022-11-01,"16,00",",",",","16,00",0.0,0,0,0
2022-10-31,"16,00",",",",","16,00",0.0,0,0,0
2022-10-28,"16,00",",",",","16,00",0.0,0,0,0
2022-10-27,"16,00",",",",","16,00",0.0,0,0,0
2022-10-26,"16,00",",",",","16,00",0.0,0,0,0
2022-10-25,"16,00",",",",","16,00",0.0,0,0,0
2022-10-21,"16,00",",",",","16,00",0.0,0,0,0
2022-10-20,"16,00",",",",","16,00",0.0,0,0,0
2022-10-19,"16,00",",",",","16,00",0.0,0,0,0
2022-10-18,"16,00",",",",","16,00",0.0,0,0,0
2022-10-17,"16,00",",",",","16,00",0.0,0,0,0
2022-10-14,"16,00",",",",","16,00",0.0,0,0,0
2022-10-13,"16,00",",",",","16,00",0.0,0,0,0
2022-10-12,"16,00",",",",","16,00",0.0,0,0,0
2022-10-10,"16,00",",",",","16,00",0.0,0,0,0
2022-10-07,"16,00",",",",","16,00",0.0,0,0,0
2022-10-06,"16,00",",",",","16,00",0.0,0,0,0
2022-10-05,"16,00",",",",","16,00",0.0,0,0,0
2022-10-04,"16,00",",",",","16,00",0.0,0,0,0
2022-10-03,"16,00",",",",","16,00",0.0,0,0,0
2022-09-30,"16,00",",",",","16,00",0.0,0,0,0
2022-09-29,"16,00",",",",","16,00",0.0,0,0,0
2022-09-28,"16,00",",",",","16,00",0.0,0,0,0
2022-09-27,"16,00",",",",","16,00",0.0,0,0,0
2022-09-26,"16,00",",",",","16,00",0.0,0,0,0
2022-09-23,"16,00",",",",","16,00",0.0,0,0,0
2022-09-22,"16,00",",",",","16,00",0.0,0,0,0
2022-09-21,"16,00",",",",","16,00",0.0,0,0,0
2022-09-20,"16,00",",",",","16,00",0.0,0,0,0
2022-09-19,"16,00",",",",","16,00",0.0,0,0,0
2022-09-16,"16,00",",",",","16,00",0.0,0,0,0
2022-09-15,"16,00",",",",","16,00",0.0,0,0,0
2022-09-14,"16,00",",",",","16,00",0.0,0,0,0
2022-09-13,"16,00",",",",","16,00",0.0,0,0,0
2022-09-12,"16,00",",",",","16,00",0.0,0,0,0
2022-09-09,"16,00",",",",","16,00",0.0,0,0,0
2022-09-07,"16,00",",",",","16,00",0.0,0,0,0
2022-09-06,"16,00",",",",","16,00",0.0,0,0,0
2022-09-05,"16,00",",",",","16,00",0.0,0,0,0
2022-09-02,"16,00",",",",","16,00",0.0,0,0,0
2022-09-01,"16,00",",",",","16,00",0.0,0,0,0
2022-08-31,"16,00",",",",","16,00",0.0,0,0,0
2022-08-30,"16,00",",",",","16,00",0.0,0,0,0
2022-08-29,"16,00",",",",","16,00",0.0,0,0,0
2022-08-26,"16,00",",",",","16,00",0.0,0,0,0
2022-08-25,"16,00",",",",","16,00",0.0,0,0,0
2022-08-24,"16,00",",",",","16,00",0.0,0,0,0
2022-08-23,"16,00",",",",","16,00",0.0,0,0,0
2022-08-22,"16,00",",",",","16,00",0.0,0,0,0
2022-08-19,"16,00",",",",","16,00",0.0,0,0,0
2022-08-18,"16,00",",",",","16,00",0.0,0,0,0
2022-08-17,"16,00",",",",","16,00",0.0,0,0,0
2022-08-16,"16,00",",",",","16,00",0.0,0,0,0
2022-08-15,"16,00",",",",","16,00",0.0,0,0,0
2022-08-12,"16,00",",",",","16,00",0.0,0,0,0
2022-08-11,"16,00",",",",","16,00",0.0,0,0,0
2022-08-10,"16,00",",",",","16,00",0.0,0,0,0
2022-08-09,"16,00",",",",","16,00",0.0,0,0,0
2022-08-08,"16,00",",",",","16,00",0.0,0,0,0
2022-08-05,"16,00",",",",","16,00",0.0,0,0,0
2022-08-04,"16,00",",",",","16,00",0.0,0,0,0
2022-08-03,"16,00",",",",","16,00",0.0,0,0,0
2022-08-01,"16,00",",",",","16,00",0.0,0,0,0
2022-07-29,"16,00",",",",","16,00",0.0,0,0,0
2022-07-28,"16,00",",",",","16,00",0.0,0,0,0
2022-07-27,"16,00",",",",","16,00",0.0,0,0,0
2022-07-26,"16,00",",",",","16,00",0.0,0,0,0
2022-07-25,"16,00",",",",","16,00",0.0,0,0,0
2022-07-22,"16,00",",",",","16,00",0.0,0,0,0
2022-07-21,"16,00",",",",","16,00",0.0,0,0,0
2022-07-20,"16,00",",",",","16,00",0.0,0,0,0
2022-07-19,"16,00",",",",","16,00",0.0,0,0,0
2022-07-18,"16,00",",",",","16,00",0.0,0,0,0
2022-07-15,"16,00",",",",","16,00",0.0,0,0,0
2022-07-14,"16,00",",",",","16,00",0.0,0,0,0
2022-07-13,"16,00",",",",","16,00",0.0,0,0,0
2022-07-12,"16,00",",",",","16,00",0.0,0,0,0
2022-07-11,"16,00",",",",","16,00",0.0,0,0,0
2022-07-08,"16,00",",",",","16,00",0.0,0,0,0
2022-07-07,"16,00",",",",","16,00",0.0,0,0,0
2022-07-06,"16,00",",",",","16,00",0.0,0,0,0
2022-07-05,"16,00",",",",","16,00",0.0,0,0,0
2022-07-04,"16,00",",",",","16,00",0.0,0,0,0
2022-07-01,"16,00",",",",","16,00",0.0,0,0,0
2022-06-30,"16,00",",",",","16,00",0.0,0,0,0
2022-06-29,"16,00",",",",","16,00",0.0,0,0,0
2022-06-28,"16,00",",",",","16,00",0.0,0,0,0
2022-06-27,"16,00",",",",","16,00",0.0,0,0,0
2022-06-24,"16,00",",",",","16,00",0.0,0,0,0
2022-06-23,"16,00",",",",","16,00",0.0,0,0,0
2022-06-22,"16,00",",",",","16,00",0.0,0,0,0
2022-06-21,"16,00",",",",","16,00",0.0,0,0,0
2022-06-20,"16,00",",",",","16,00",0.0,0,0,0
2022-06-17,"16,00",",",",","16,00",0.0,0,0,0
2022-06-16,"16,00",",",",","16,00",0.0,0,0,0
2022-06-15,"16,00",",",",","16,00",0.0,0,0,0
2022-06-14,"16,00",",",",","16,00",0.0,0,0,0
2022-06-13,"16,00",",",",","16,00",0.0,0,0,0
2022-06-09,"16,00",",",",","16,00",0.0,0,0,0
2022-06-08,"16,00",",",",","16,00",0.0,0,0,0
2022-06-07,"16,00",",",",","16,00",0.0,0,0,0
2022-06-06,"16,00",",",",","16,00",0.0,0,0,0
2022-06-03,"16,00",",",",","16,00",0.0,0,0,0
2022-06-02,"16,00",",",",","16,00",0.0,0,0,0
2022-06-01,"16,00",",",",","16,00",0.0,0,0,0
2022-05-31,"16,00",",",",","16,00",0.0,0,0,0
2022-05-30,"16,00",",",",","16,00",0.0,0,0,0
2022-05-27,"16,00",",",",","16,00",0.0,0,0,0
2022-05-26,"16,00",",",",","16,00",0.0,0,0,0
2022-05-25,"16,00",",",",","16,00",0.0,0,0,0
2022-05-23,"16,00",",",",","16,00",0.0,0,0,0
2022-05-20,"16,00",",",",","16,00",0.0,0,0,0
2022-05-19,"16,00",",",",","16,00",0.0,0,0,0
2022-05-18,"16,00",",",",","16,00",0.0,0,0,0
2022-05-17,"16,00",",",",","16,00",0.0,0,0,0
2022-05-16,"16,00",",",",","16,00",0.0,0,0,0
2022-05-13,"16,00",",",",","16,00",0.0,0,0,0
2022-05-12,"16,00",",",",","16,00",0.0,0,0,0
2022-05-11,"16,00",",",",","16,00",0.0,0,0,0
2022-05-10,"16,00",",",",","16,00",0.0,0,0,0
2022-05-09,"16,00",",",",","16,00",0.0,0,0,0
2022-05-06,"16,00",",",",","16,00",0.0,0,0,0
2022-05-05,"16,00",",",",","16,00",0.0,0,0,0
2022-05-04,"16,00",",",",","16,00",0.0,0,0,0
2022-05-03,"16,00",",",",","16,00",0.0,0,0,0
2022-04-29,"16,00",",",",","16,00",0.0,0,0,0
2022-04-28,"16,00",",",",","16,00",0.0,0,0,0
2022-04-27,"16,00",",",",","16,00",0.0,0,0,0
2022-04-26,"16,00",",",",","16,00",0.0,0,0,0
2022-04-21,"16,00",",",",","16,00",0.0,0,0,0
2022-04-20,"16,00",",",",","16,00",0.0,0,0,0
2022-04-19,"16,00",",",",","16,00",0.0,0,0,0
2022-04-18,"16,00",",",",","16,00",0.0,0,0,0
2022-04-15,"16,00",",",",","16,00",0.0,0,0,0
2022-04-14,"16,00",",",",","16,00",0.0,0,0,0
2022-04-13,"16,00",",",",","16,00",0.0,0,0,0
2022-04-12,"16,00",",",",","16,00",0.0,0,0,0
2022-04-11,"16,00",",",",","16,00",0.0,0,0,0
2022-04-08,"16,00",",",",","16,00",0.0,0,0,0
2022-04-07,"16,00",",",",","16,00",0.0,0,0,0
2022-04-06,"16,00",",",",","16,00",0.0,0,0,0
2022-04-05,"16,00",",",",","16,00",0.0,0,0,0
2022-04-04,"16,00",",",",","16,00",0.0,0,0,0
2022-04-01,"16,00",",",",","16,00",0.0,0,0,0
2022-03-31,"16,00",",",",","16,00",0.0,0,0,0
2022-03-30,"16,00",",",",","16,00",0.0,0,0,0
2022-03-29,"16,00",",",",","16,00",0.0,0,0,0
2022-03-28,"16,00",",",",","16,00",0.0,0,0,0
2022-03-25,"16,00",",",",","16,00",0.0,0,0,0
2022-03-24,"16,00",",",",","16,00",0.0,0,0,0
2022-03-23,"16,00",",",",","16,00",0.0,0,0,0
2022-03-22,"16,00",",",",","16,00",0.0,0,0,0
2022-03-21,"16,00",",",",","16,00",0.0,0,0,0
2022-03-18,"16,00",",",",","16,00",0.0,0,0,0
2022-03-17,"16,00",",",",","16,00",0.0,0,0,0
2022-03-16,"16,00",",",",","16,00",0.0,0,0,0
2022-03-15,"16,00",",",",","16,00",0.0,0,0,0
2022-03-14,"16,00",",",",","16,00",0.0,0,0,0
2022-03-11,"16,00",",",",","16,00",0.0,0,0,0
2022-03-10,"16,00",",",",","16,00",0.0,0,0,0
2022-03-09,"16,00",",",",","16,00",0.0,0,0,0
2022-03-08,"16,00",",",",","16,00",0.0,0,0,0
2022-03-07,"16,00",",",",","16,00",0.0,0,0,0
2022-03-04,"16,00",",",",","16,00",0.0,0,0,0
2022-03-03,"16,00",",",",","16,00",0.0,0,0,0
2022-03-02,"16,00",",",",","16,00",0.0,0,0,0
2022-03-01,"16,00",",",",","16,00",0.0,0,0,0
2022-02-28,"16,00",",",",","16,00",0.0,0,0,0
2022-02-25,"16,00",",",",","16,00",0.0,0,0,0
2022-02-24,"16,00",",",",","16,00",0.0,0,0,0
2022-02-23,"16,00",",",",","16,00",0.0,0,0,0
2022-02-22,"16,00",",",",","16,00",0.0,0,0,0
2022-02-21,"16,00",",",",","16,00",0.0,0,0,0
2022-02-18,"16,00",",",",","16,00",0.0,0,0,0
2022-02-17,"16,00",",",",","16,00",0.0,0,0,0
2022-02-16,"16,00",",",",","16,00",0.0,0,0,0
2022-02-15,"16,00",",",",","16,00",0.0,0,0,0
2022-02-14,"16,00",",",",","16,00",0.0,0,0,0
2022-02-11,"16,00",",",",","16,00",0.0,0,0,0
2022-02-10,"16,00",",",",","16,00",0.0,0,0,0
2022-02-09,"16,00",",",",","16,00",0.0,0,0,0
2022-02-08,"16,00",",",",","16,00",0.0,0,0,0
2022-02-07,"16,00",",",",","16,00",0.0,0,0,0
2022-02-04,"16,00",",",",","16,00",0.0,0,0,0
2022-02-03,"16,00",",",",","16,00",0.0,0,0,0
2022-02-02,"16,00",",",",","16,00",0.0,0,0,0
2022-02-01,"16,00",",",",","16,00",0.0,0,0,0
2022-01-31,"16,00",",",",","16,00",0.0,0,0,0
2022-01-28,"16,00",",",",","16,00",0.0,0,0,0
2022-01-27,"16,00",",",",","16,00",0.0,0,0,0
2022-01-26,"16,00",",",",","16,00",0.0,0,0,0
2022-01-25,"16,00",",",",","16,00",0.0,0,0,0
2022-01-24,"16,00",",",",","16,00",0.0,0,0,0
2022-01-21,"16,00",",",",","16,00",0.0,0,0,0
2022-01-20,"16,00",",",",","16,00",0.0,0,0,0
2022-01-18,"16,00",",",",","16,00",0.0,0,0,0
2022-01-17,"16,00",",",",","16,00",0.0,0,0,0
2022-01-14,"16,00",",",",","16,00",0.0,0,0,0
2022-01-13,"16,00",",",",","16,00",0.0,0,0,0
2022-01-12,"16,00",",",",","16,00",0.0,0,0,0
2022-01-11,"16,00",",",",","16,00",0.0,0,0,0
2022-01-10,"16,00",",",",","16,00",0.0,0,0,0
2022-01-05,"16,00",",",",","16,00",0.0,0,0,0
2022-01-04,"16,00",",",",","16,00",0.0,0,0,0
2022-01-03,"16,00",",",",","16,00",0.0,0,0,0
2021-12-30,"16,00",",",",","16,00",0.0,0,0,0
2021-12-29,"16,00",",",",","16,00",0.0,0,0,0
2021-12-28,"16,00",",",",","16,00",0.0,0,0,0
2021-12-27,"16,00",",",",","16,00",0.0,0,0,0
2021-12-24,"16,00",",",",","16,00",0.0,0,0,0
2021-12-23,"16,00",",",",","16,00",0.0,0,0,0
2021-12-22,"16,00",",",",","16,00",0.0,0,0,0
2021-12-21,"16,00",",",",","16,00",0.0,0,0,0
2021-12-20,"16,00",",",",","16,00",0.0,0,0,0
2021-12-17,"16,00",",",",","16,00",0.0,0,0,0
2021-12-16,"16,00",",",",","16,00",0.0,0,0,0
2021-12-15,"16,00",",",",","16,00",0.0,0,0,0
2021-12-14,"16,00",",",",","16,00",0.0,0,0,0
2021-12-13,"16,00",",",",","16,00",0.0,0,0,0
2021-12-10,"16,00",",",",","16,00",0.0,0,0,0
2021-12-09,"16,00",",",",","16,00",0.0,0,0,0
2021-12-07,"16,00",",",",","16,00",0.0,0,0,0
2021-12-06,"16,00",",",",","16,00",0.0,0,0,0
2021-12-03,"16,00",",",",","16,00",0.0,0,0,0
2021-12-02,"16,00",",",",","16,00",0.0,0,0,0
2021-12-01,"16,00",",",",","16,00",0.0,0,0,0
2021-11-30,"16,00",",",",","16,00",0.0,0,0,0
2021-11-29,"16,00",",",",","16,00",0.0,0,0,0
2021-11-26,"16,00",",",",","16,00",0.0,0,0,0
2021-11-25,"16,00",",",",","16,00",0.0,0,0,0
2021-11-24,"16,00",",",",","16,00",0.0,0,0,0
2021-11-23,"16,00","16,00","16,00","16,00",0.0,"11,000","176,000","176,000"
2021-11-22,"16,00",",",",","16,00",0.0,0,0,0
2021-11-19,"16,00",",",",","16,00",0.0,0,0,0
2021-11-18,"16,00",",",",","16,00",0.0,0,0,0
2021-11-17,"16,00",",",",","16,00",0.0,0,0,0
2021-11-16,"16,00",",",",","16,00",0.0,0,0,0
2021-11-15,"16,00",",",",","16,00",0.0,0,0,0
2021-11-12,"16,00",",",",","16,00",0.0,0,0,0
2021-11-11,"16,00",",",",","16,00",0.0,0,0,0
2021-11-10,"16,00",",",",","16,00",0.0,0,0,0
2021-11-09,"16,00",",",",","16,00",0.0,0,0,0
2021-11-08,"16,00",",",",","16,00",0.0,0,0,0
2021-11-05,"16,00","16,00","16,00","16,00",0.0,"2,200","35,200","35,200"
2021-11-04,"16,00",",",",","16,00",0.0,0,0,0
2021-11-03,"16,00",",",",","16,00",0.0,0,0,0
2021-11-02,"16,00",",",",","16,00",0.0,0,0,0
2021-11-01,"16,00",",",",","16,00",0.0,0,0,0
2021-10-29,"16,00",",",",","16,00",0.0,0,0,0
2021-10-28,"16,00",",",",","16,00",0.0,0,0,0
2021-10-27,"16,00",",",",","16,00",0.0,0,0,0
2021-10-26,"16,00",",",",","16,00",0.0,0,0,0
2021-10-25,"16,00",",",",","16,00",0.0,0,0,0
2021-10-22,"16,00",",",",","16,00",0.0,0,0,0
2021-10-21,"16,00",",",",","16,00",0.0,0,0,0
2021-10-20,"16,00",",",",","16,00",0.0,0,0,0
2021-10-19,"16,00",",",",","16,00",0.0,0,0,0
2021-10-18,"16,00",",",",","16,00",0.0,0,0,0
2021-10-15,"16,00",",",",","16,00",0.0,0,0,0
2021-10-14,"16,00",",",",","16,00",0.0,0,0,0
2021-10-13,"16,00",",",",","16,00",0.0,0,0,0
2021-10-12,"16,00",",",",","16,00",0.0,0,0,0
2021-10-08,"16,00",",",",","16,00",0.0,0,0,0
2021-10-07,"16,00",",",",","16,00",0.0,0,0,0
2021-10-06,"16,00",",",",","16,00",0.0,0,0,0
2021-10-05,"16,00",",",",","16,00",0.0,0,0,0
2021-10-04,"16,00",",",",","16,00",0.0,0,0,0
2021-10-01,"16,00",",",",","16,00",0.0,0,0,0
2021-09-30,"16,00",",",",","16,00",0.0,0,0,0
2021-09-29,"16,00",",",",","16,00",0.0,0,0,0
2021-09-28,"16,00",",",",","16,00",0.0,0,0,0
2021-09-27,"16,00",",",",","16,00",0.0,0,0,0
2021-09-24,"16,00",",",",","16,00",0.0,0,0,0
2021-09-23,"16,00",",",",","16,00",0.0,0,0,0
2021-09-22,"16,00",",",",","16,00",0.0,0,0,0
2021-09-21,"16,00",",",",","16,00",0.0,0,0,0
2021-09-20,"16,00",",",",","16,00",0.0,0,0,0
2021-09-17,"16,00",",",",","16,00",0.0,0,0,0
2021-09-16,"16,00",",",",","16,00",0.0,0,0,0
2021-09-15,"16,00",",",",","16,00",0.0,0,0,0
2021-09-14,"16,00",",",",","16,00",0.0,0,0,0
2021-09-13,"16,00",",",",","16,00",0.0,0,0,0
2021-09-10,"16,00",",",",","16,00",0.0,0,0,0
2021-09-09,"16,00",",",",","16,00",0.0,0,0,0
2021-09-07,"16,00",",",",","16,00",0.0,0,0,0
2021-09-06,"16,00",",",",","16,00",0.0,0,0,0
2021-09-03,"16,00",",",",","16,00",0.0,0,0,0
2021-09-02,"16,00",",",",","16,00",0.0,0,0,0
2021-09-01,"16,00",",",",","16,00",0.0,0,0,0
2021-08-31,"16,00",",",",","16,00",0.0,0,0,0
2021-08-30,"16,00",",",",","16,00",0.0,0,0,0
2021-08-27,"16,00",",",",","16,00",0.0,0,0,0
2021-08-26,"16,00",",",",","16,00",0.0,0,0,0
2021-08-25,"16,00",",",",","16,00",0.0,0,0,0
2021-08-24,"16,00",",",",","16,00",0.0,0,0,0
2021-08-23,"16,00",",",",","16,00",0.0,0,0,0
2021-08-20,"16,00",",",",","16,00",0.0,0,0,0
2021-08-19,"16,00",",",",","16,00",0.0,0,0,0
2021-08-18,"16,00",",",",","16,00",0.0,0,0,0
2021-08-17,"16,00",",",",","16,00",0.0,0,0,0
2021-08-16,"16,00",",",",","16,00",0.0,0,0,0
2021-08-13,"16,00",",",",","16,00",0.0,0,0,0
2021-08-12,"16,00",",",",","16,00",0.0,0,0,0
2021-08-11,"16,00",",",",","16,00",0.0,0,0,0
2021-08-10,"16,00",",",",","16,00",0.0,0,0,0
2021-08-09,"16,00",",",",","16,00",0.0,0,0,0
2021-08-06,"16,00",",",",","16,00",0.0,0,0,0
2021-08-05,"16,00",",",",","16,00",0.0,0,0,0
2021-08-04,"16,00",",",",","16,00",0.0,0,0,0
2021-08-03,"16,00",",",",","16,00",0.0,0,0,0
2021-07-30,"16,00",",",",","16,00",0.0,0,0,0
2021-07-29,"16,00",",",",","16,00",0.0,0,0,0
2021-07-28,"16,00",",",",","16,00",0.0,0,0,0
2021-07-27,"16,00",",",",","16,00",0.0,0,0,0
2021-07-26,"16,00",",",",","16,00",0.0,0,0,0
2021-07-23,"16,00",",",",","16,00",0.0,0,0,0
2021-07-22,"16,00",",",",","16,00",0.0,0,0,0
2021-07-21,"16,00",",",",","16,00",0.0,0,0,0
2021-07-20,"16,00",",",",","16,00",0.0,0,0,0
2021-07-19,"16,00",",",",","16,00",0.0,0,0,0
2021-07-16,"16,00",",",",","16,00",0.0,0,0,0
2021-07-15,"16,00",",",",","16,00",0.0,0,0,0
2021-07-14,"16,00",",",",","16,00",0.0,0,0,0
2021-07-13,"16,00",",",",","16,00",0.0,0,0,0
2021-07-12,"16,00",",",",","16,00",0.0,0,0,0
2021-07-09,"16,00",",",",","16,00",0.0,0,0,0
2021-07-08,"16,00",",",",","16,00",0.0,0,0,0
2021-07-07,"16,00",",",",","16,00",0.0,0,0,0
2021-07-06,"16,00",",",",","16,00",0.0,0,0,0
2021-07-05,"16,00",",",",","16,00",0.0,0,0,0
2021-07-02,"16,00",",",",","16,00",0.0,0,0,0
2021-07-01,"16,00",",",",","16,00",0.0,0,0,0
2021-06-30,"16,00",",",",","16,00",0.0,0,0,0
2021-06-29,"16,00",",",",","16,00",0.0,0,0,0
2021-06-28,"16,00",",",",","16,00",0.0,0,0,0
2021-06-25,"16,00",",",",","16,00",0.0,0,0,0
2021-06-24,"16,00","16,00","16,00","16,00",0.0,"1,300","20,800","20,800"
2021-06-23,"16,00",",",",","16,00",0.0,0,0,0
2021-06-22,"16,00",",",",","16,00",0.0,0,0,0
2021-06-21,"16,00",",",",","16,00",0.0,0,0,0
2021-06-17,"16,00",",",",","16,00",0.0,0,0,0
2021-06-16,"16,00",",",",","16,00",0.0,0,0,0
2021-06-15,"16,00",",",",","16,00",0.0,0,0,0
2021-06-14,"16,00",",",",","16,00",0.0,0,0,0
2021-06-11,"16,00",",",",","16,00",0.0,0,0,0
2021-06-10,"16,00",",",",","16,00",0.0,0,0,0
2021-06-09,"16,00",",",",","16,00",0.0,0,0,0
2021-06-08,"16,00",",",",","16,00",0.0,0,0,0
2021-06-07,"16,00",",",",","16,00",0.0,0,0,0
2021-06-04,"16,00",",",",","16,00",0.0,0,0,0
2021-06-03,"16,00",",",",","16,00",0.0,0,0,0
2021-06-02,"16,00",",",",","16,00",0.0,0,0,0
2021-06-01,"16,00",",",",","16,00",0.0,0,0,0
2021-05-31,"16,00",",",",","16,00",0.0,0,0,0
2021-05-28,"16,00",",",",","16,00",0.0,0,0,0
2021-05-27,"16,00",",",",","16,00",0.0,0,0,0
2021-05-26,"16,00",",",",","16,00",0.0,0,0,0
2021-05-25,"16,00",",",",","16,00",0.0,0,0,0
2021-05-21,"16,00",",",",","16,00",0.0,0,0,0
2021-05-20,"16,00",",",",","16,00",0.0,0,0,0
2021-05-19,"16,00",",",",","16,00",0.0,0,0,0
2021-05-18,"16,00",",",",","16,00",0.0,0,0,0
2021-05-17,"16,00",",",",","16,00",0.0,0,0,0
2021-05-14,"16,00",",",",","16,00",0.0,0,0,0
2021-05-12,"16,00",",",",","16,00",0.0,0,0,0
2021-05-11,"16,00",",",",","16,00",0.0,0,0,0
2021-05-10,"16,00",",",",","16,00",0.0,0,0,0
2021-05-07,"16,00",",",",","16,00",0.0,0,0,0
2021-05-06,"16,00",",",",","16,00",0.0,0,0,0
2021-05-05,"16,00",",",",","16,00",0.0,0,0,0
2021-05-04,"16,00",",",",","16,00",0.0,0,0,0
2021-04-29,"16,00",",",",","16,00",0.0,0,0,0
2021-04-28,"16,00",",",",","16,00",0.0,0,0,0
2021-04-27,"16,00",",",",","16,00",0.0,0,0,0
2021-04-26,"16,00",",",",","16,00",0.0,0,0,0
2021-04-23,"16,00",",",",","16,00",0.0,0,0,0
2021-04-22,"16,00",",",",","16,00",0.0,0,0,0
2021-04-21,"16,00",",",",","16,00",0.0,0,0,0
2021-04-20,"16,00",",",",","16,00",0.0,0,0,0
2021-04-19,"16,00",",",",","16,00",0.0,0,0,0
2021-04-16,"16,00",",",",","16,00",0.0,0,0,0
2021-04-15,"16,00",",",",","16,00",0.0,0,0,0
2021-04-14,"16,00",",",",","16,00",0.0,0,0,0
2021-04-13,"16,00",",",",","16,00",0.0,0,0,0
2021-04-12,"16,00",",",",","16,00",0.0,0,0,0
2021-04-09,"16,00",",",",","16,00",0.0,0,0,0
2021-04-08,"16,00",",",",","16,00",0.0,0,0,0
2021-04-07,"16,00",",",",","16,00",0.0,0,0,0
2021-04-06,"16,00",",",",","16,00",0.0,0,0,0
2021-04-05,"16,00",",",",","16,00",0.0,0,0,0
2021-04-02,"16,00",",",",","16,00",0.0,0,0,0
2021-04-01,"16,00",",",",","16,00",0.0,0,0,0
2021-03-31,"16,00",",",",","16,00",0.0,0,0,0
2021-03-30,"16,00",",",",","16,00",0.0,0,0,0
2021-03-29,"16,00",",",",","16,00",0.0,0,0,0
2021-03-26,"16,00",",",",","16,00",0.0,0,0,0
2021-03-25,"16,00",",",",","16,00",0.0,0,0,0
2021-03-24,"16,00",",",",","16,00",0.0,0,0,0
2021-03-23,"16,00",",",",","16,00",0.0,0,0,0
2021-03-22,"16,00",",",",","16,00",0.0,0,0,0
2021-03-19,"16,00",",",",","16,00",0.0,0,0,0
2021-03-18,"16,00",",",",","16,00",0.0,0,0,0
2021-03-17,"16,00",",",",","16,00",0.0,0,0,0
2021-03-16,"16,00",",",",","16,00",0.0,0,0,0
2021-03-15,"16,00",",",",","16,00",0.0,0,0,0
2021-03-12,"16,00",",",",","16,00",0.0,0,0,0
2021-03-11,"16,00",",",",","16,00",0.0,0,0,0
2021-03-10,"16,00",",",",","16,00",0.0,0,0,0
2021-03-09,"16,00",",",",","16,00",0.0,0,0,0
2021-03-08,"16,00",",",",","16,00",0.0,0,0,0
2021-03-05,"16,00",",",",","16,00",0.0,0,0,0
2021-03-04,"16,00",",",",","16,00",0.0,0,0,0
2021-03-03,"16,00",",",",","16,00",0.0,0,0,0
2021-03-02,"16,00",",",",","16,00",0.0,0,0,0
2021-03-01,"16,00",",",",","16,00",0.0,0,0,0
2021-02-26,"16,00",",",",","16,00",0.0,0,0,0
2021-02-25,"16,00",",",",","16,00",0.0,0,0,0
2021-02-24,"16,00",",",",","16,00",0.0,0,0,0
2021-02-23,"16,00",",",",","16,00",0.0,0,0,0
2021-02-22,"16,00",",",",","16,00",0.0,0,0,0
2021-02-19,"16,00",",",",","16,00",0.0,0,0,0
2021-02-18,"16,00",",",",","16,00",0.0,0,0,0
2021-02-17,"16,00",",",",","16,00",0.0,0,0,0
2021-02-16,"16,00",",",",","16,00",0.0,0,0,0
2021-02-15,"16,00",",",",","16,00",0.0,0,0,0
2021-02-12,"16,00",",",",","16,00",0.0,0,0,0
2021-02-11,"16,00",",",",","16,00",0.0,0,0,0
